17.05.2021 0:07:11		35	28	18	18
17.05.2021 0:16:58		22	21	19	18
17.05.2021 0:26:45		23	23	33	19
17.05.2021 0:36:31		25	23	19	18
17.05.2021 0:46:18		22	22	38	22
17.05.2021 0:56:05		22	22	34	20
17.05.2021 1:05:52		23	22	57	26
17.05.2021 1:15:37		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
17.05.2021 1:15:39		21	21	32	19
17.05.2021 1:25:26		23	22	39	20
17.05.2021 1:35:13		26	23	36	21
17.05.2021 1:45:00		23	23	22	20
17.05.2021 1:54:47		23	22	18	18
17.05.2021 2:04:34		23	22	20	18
17.05.2021 2:14:21		22	22	21	18
17.05.2021 2:24:08		34	28	20	18
17.05.2021 2:33:55		24	23	22	19
17.05.2021 2:43:42		22	21	19	18
17.05.2021 2:53:29		22	22	18	18
17.05.2021 3:03:17		23	22	21	19
17.05.2021 3:13:04		23	22	19	18
17.05.2021 3:22:51		26	26	20	18
17.05.2021 3:32:38		23	22	22	20
17.05.2021 3:42:23		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
17.05.2021 3:42:25		23	22	21	18
17.05.2021 3:52:17		4937	2498	22	21
17.05.2021 3:52:20		УВЕДОМЛЕНИЕ	Возможны задержки при работе с сервером книговыдачи!
17.05.2021 4:02:07		23	22	19	18
17.05.2021 4:11:54		23	22	21	18
17.05.2021 4:21:41		23	22	41	21
17.05.2021 4:31:28		23	23	19	18
17.05.2021 4:41:15		28	26	21	20
17.05.2021 4:51:02		26	25	31	19
17.05.2021 5:00:49		26	25	20	19
17.05.2021 5:10:36		28	27	23	21
17.05.2021 5:20:23		28	26	24	20
17.05.2021 5:30:10		26	25	162	35
17.05.2021 5:39:56		23	22	109	27
17.05.2021 5:49:43		24	23	36	20
17.05.2021 5:59:30		26	25	38	21
17.05.2021 6:09:15		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
17.05.2021 6:09:17		23	22	19	18
17.05.2021 6:19:04		23	23	21	19
17.05.2021 6:28:51		25	25	21	19
17.05.2021 6:38:38		23	23	21	19
17.05.2021 6:48:25		22	22	22	19
17.05.2021 6:58:11		22	22	23	18
17.05.2021 7:07:58		22	21	36	20
17.05.2021 7:17:45		22	22	21	18
17.05.2021 7:27:32		24	23	19	18
17.05.2021 7:37:19		22	21	20	18
17.05.2021 7:47:06		25	23	22	18
17.05.2021 7:56:53		23	22	41	20
17.05.2021 8:06:39		23	22	22	19
17.05.2021 8:16:26		22	22	40	22
17.05.2021 8:26:13		22	22	19	18
17.05.2021 8:35:58		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
17.05.2021 8:36:00		26	24	26	20
17.05.2021 8:45:47		30	26	22	20
17.05.2021 8:55:34		24	23	22	19
17.05.2021 9:05:21		23	22	36	20
17.05.2021 9:15:08		22	21	34	19
17.05.2021 9:24:55		22	22	21	18
17.05.2021 9:34:42		24	23	20	18
17.05.2021 9:44:29		23	22	21	19
17.05.2021 9:54:25		23	23	39	20
17.05.2021 10:04:11		23	22	21	19
17.05.2021 10:13:58		29	25	108	29
17.05.2021 10:23:46		126	74	20	18
17.05.2021 10:33:33		22	22	20	18
17.05.2021 10:43:20		23	22	20	18
17.05.2021 10:53:07		22	22	91	27
17.05.2021 11:02:51		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
17.05.2021 11:02:54		24	24	22	20
17.05.2021 11:12:41		22	21	22	20
17.05.2021 11:22:28		23	22	34	21
17.05.2021 11:32:15		23	22	22	19
17.05.2021 11:42:02		23	23	21	18
17.05.2021 11:51:49		25	24	20	18
17.05.2021 12:01:36		24	23	25	20
17.05.2021 12:11:23		26	26	22	19
17.05.2021 12:21:10		25	23	30	21
17.05.2021 12:30:57		46	34	20	19
17.05.2021 12:40:44		23	23	23	19
17.05.2021 12:50:31		23	23	24	21
17.05.2021 13:00:18		24	23	22	21
17.05.2021 13:10:04		26	24	429	60
17.05.2021 13:19:51		24	23	21	19
17.05.2021 13:29:36		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
17.05.2021 13:29:38		24	23	20	19
17.05.2021 13:39:25		23	22	34	20
17.05.2021 13:49:12		25	24	42	22
17.05.2021 13:58:59		25	24	492	67
17.05.2021 14:08:47		28	25	22	20
17.05.2021 14:18:33		24	23	20	18
17.05.2021 14:28:20		23	23	20	19
17.05.2021 14:38:08		23	22	147	31
17.05.2021 14:47:55		24	23	25	21
17.05.2021 14:57:42		23	22	24	20
17.05.2021 15:07:29		24	23	39	21
17.05.2021 15:17:16		24	23	615	79
17.05.2021 15:27:03		23	22	22	19
17.05.2021 15:36:50		29	26	36	21
17.05.2021 15:46:36		24	23	22	19
17.05.2021 15:56:21		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
17.05.2021 15:56:23		25	23	23	19
17.05.2021 16:06:12		27	25	37	23
17.05.2021 16:15:59		41	32	23	19
17.05.2021 16:25:46		42	32	25	19
17.05.2021 16:35:33		23	22	22	20
17.05.2021 16:45:20		31	26	22	19
17.05.2021 16:55:07		39	31	20	19
17.05.2021 17:04:54		23	22	25	21
17.05.2021 17:14:41		24	23	47	21
17.05.2021 17:19:30		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
17.05.2021 17:19:32		29	27	24	20
17.05.2021 17:31:19		29	27	23	21
17.05.2021 17:41:06		25	24	291	48
17.05.2021 17:50:53		23	22	24	21
17.05.2021 18:00:40		25	24	43	22
17.05.2021 18:10:27		23	23	29	19
17.05.2021 18:20:14		25	24	42	21
17.05.2021 18:30:02		25	24	21	19
17.05.2021 18:39:49		25	24	48	22
17.05.2021 18:49:36		23	23	20	18
17.05.2021 18:59:23		23	22	21	19
17.05.2021 19:09:10		24	23	35	20
17.05.2021 19:18:57		23	22	41	21
17.05.2021 19:28:44		22	22	21	19
17.05.2021 19:38:31		23	22	27	20
17.05.2021 19:48:16		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
17.05.2021 19:48:18		23	22	20	18
17.05.2021 19:58:05		23	22	32	19
17.05.2021 20:07:52		24	23	40	20
17.05.2021 20:17:39		23	22	20	19
17.05.2021 20:27:25		23	22	20	18
17.05.2021 20:37:12		44	33	35	20
17.05.2021 20:46:59		22	22	19	18
17.05.2021 20:56:47		23	22	41	21
17.05.2021 21:06:33		26	24	18	18
17.05.2021 21:16:20		53	37	43	21
17.05.2021 21:26:07		24	23	22	19
17.05.2021 21:35:54		23	22	19	18
17.05.2021 21:45:41		25	23	33	19
17.05.2021 21:52:06		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
17.05.2021 21:52:11		25	24	20	18
17.05.2021 21:54:05		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
17.05.2021 21:55:15		26	25	41	20
17.05.2021 22:05:16		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
17.05.2021 22:19:30		25	24	19	18
17.05.2021 22:29:17		22	22	20	19
17.05.2021 22:39:03		23	22	40	20
17.05.2021 22:48:50		23	23	38	20
17.05.2021 23:02:35		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
17.05.2021 23:02:37		25	24	19	18
17.05.2021 23:14:24		23	22	20	18
17.05.2021 23:24:12		24	23	35	20
17.05.2021 23:33:59		24	22	38	20
17.05.2021 23:43:46		23	23	22	19
17.05.2021 23:53:33		22	22	37	20
