16.05.2021 0:09:14		22	22	32	19
16.05.2021 0:19:02		25	24	22	19
16.05.2021 0:28:49		22	22	41	20
16.05.2021 0:38:36		23	22	33	19
16.05.2021 0:48:20		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
16.05.2021 0:48:22		23	22	22	20
16.05.2021 0:58:09		22	22	22	20
16.05.2021 1:07:56		22	21	135	32
16.05.2021 1:17:43		26	24	22	19
16.05.2021 1:27:30		22	21	41	21
16.05.2021 1:37:17		22	21	22	20
16.05.2021 1:47:04		23	22	21	19
16.05.2021 1:56:50		22	22	24	18
16.05.2021 2:06:37		26	25	19	18
16.05.2021 2:16:24		22	21	19	18
16.05.2021 2:26:11		22	22	19	18
16.05.2021 2:35:58		24	23	33	20
16.05.2021 2:45:45		22	22	20	18
16.05.2021 2:55:31		25	25	19	18
16.05.2021 3:05:18		22	21	22	20
16.05.2021 3:15:03		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
16.05.2021 3:15:05		22	22	41	20
16.05.2021 3:24:52		29	27	42	22
16.05.2021 3:34:39		23	22	38	20
16.05.2021 3:44:26		22	21	19	18
16.05.2021 3:54:12		23	22	19	18
16.05.2021 4:03:59		22	22	43	20
16.05.2021 4:13:46		25	23	19	18
16.05.2021 4:23:33		24	23	22	20
16.05.2021 4:33:20		25	24	24	19
16.05.2021 4:43:07		23	23	21	20
16.05.2021 4:52:54		22	22	33	20
16.05.2021 5:02:40		24	23	38	23
16.05.2021 5:12:27		22	22	20	18
16.05.2021 5:22:14		26	24	22	19
16.05.2021 5:32:01		25	25	40	21
16.05.2021 5:41:45		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
16.05.2021 5:41:47		25	25	20	18
16.05.2021 5:51:34		31	27	21	19
16.05.2021 6:01:21		25	24	20	18
16.05.2021 6:11:08		25	24	21	19
16.05.2021 6:20:55		22	22	42	21
16.05.2021 6:30:42		23	22	36	21
16.05.2021 6:40:29		24	23	35	21
16.05.2021 6:50:15		23	23	39	21
16.05.2021 7:00:02		24	23	22	19
16.05.2021 7:09:49		22	22	22	19
16.05.2021 7:19:36		25	24	19	18
16.05.2021 7:29:23		23	22	19	18
16.05.2021 7:39:10		23	23	36	22
16.05.2021 7:48:57		22	21	21	18
16.05.2021 7:58:44		22	22	38	21
16.05.2021 8:08:29		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
16.05.2021 8:08:31		22	22	19	18
16.05.2021 8:18:18		23	22	38	22
16.05.2021 8:28:05		30	26	37	21
16.05.2021 8:37:52		22	22	37	20
16.05.2021 8:47:38		23	22	19	18
16.05.2021 8:57:25		22	22	19	18
16.05.2021 9:07:12		23	22	30	20
16.05.2021 9:16:59		26	24	20	18
16.05.2021 9:26:46		21	21	27	19
16.05.2021 9:36:33		22	21	19	18
16.05.2021 9:46:20		22	22	32	20
16.05.2021 9:56:07		23	22	20	18
16.05.2021 10:05:54		23	22	20	18
16.05.2021 10:15:41		36	29	28	19
16.05.2021 10:25:27		24	23	22	19
16.05.2021 10:35:12		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
16.05.2021 10:35:14		22	21	41	21
16.05.2021 10:45:01		23	22	154	32
16.05.2021 10:54:48		22	22	32	20
16.05.2021 11:04:35		36	29	22	19
16.05.2021 11:14:22		25	24	21	18
16.05.2021 11:24:09		22	22	22	19
16.05.2021 11:33:56		23	22	22	20
16.05.2021 11:43:43		22	22	50	23
16.05.2021 11:53:30		25	25	45	22
16.05.2021 12:03:16		22	22	21	19
16.05.2021 12:13:03		22	22	600	76
16.05.2021 12:22:50		26	25	22	19
16.05.2021 12:32:37		31	26	22	20
16.05.2021 12:42:23		24	23	35	20
16.05.2021 12:52:10		24	23	503	66
16.05.2021 13:01:55		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
16.05.2021 13:01:57		22	21	21	18
16.05.2021 13:11:44		22	22	19	18
16.05.2021 13:21:31		23	22	46	22
16.05.2021 13:31:17		25	23	21	19
16.05.2021 13:41:05		24	23	34	20
16.05.2021 13:50:51		24	23	20	19
16.05.2021 14:00:38		23	23	43	22
16.05.2021 14:10:25		23	22	22	19
16.05.2021 14:20:12		23	23	118	30
16.05.2021 14:29:59		22	22	22	19
16.05.2021 14:39:46		47	34	23	20
16.05.2021 14:49:32		23	23	50	25
16.05.2021 14:59:19		30	26	20	19
16.05.2021 15:09:06		27	25	330	51
16.05.2021 15:18:53		23	23	27	20
16.05.2021 15:28:37		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
16.05.2021 15:28:40		23	22	20	19
16.05.2021 15:38:26		23	22	21	19
16.05.2021 15:48:16		24	23	537	71
16.05.2021 15:58:06		24	23	22	19
16.05.2021 16:07:53		24	24	21	20
16.05.2021 16:17:40		23	22	34	20
16.05.2021 16:27:26		25	23	21	19
16.05.2021 16:37:13		22	22	41	20
16.05.2021 16:47:00		23	22	21	19
16.05.2021 16:56:47		320	171	20	19
16.05.2021 17:06:34		23	23	20	18
16.05.2021 17:16:21		22	22	25	19
16.05.2021 17:26:08		28	25	524	73
16.05.2021 17:35:58		25	24	24	20
16.05.2021 17:45:45		23	22	29	19
16.05.2021 17:55:29		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
16.05.2021 17:55:31		22	22	35	21
16.05.2021 18:05:18		23	23	22	19
16.05.2021 18:15:05		24	23	19	18
16.05.2021 18:24:52		22	22	20	18
16.05.2021 18:34:39		24	23	19	18
16.05.2021 18:44:25		23	22	19	18
16.05.2021 18:54:12		23	22	22	19
16.05.2021 19:03:59		22	21	19	18
16.05.2021 19:13:46		23	22	19	18
16.05.2021 19:23:32		41	31	19	18
16.05.2021 19:33:19		22	21	19	18
16.05.2021 19:43:06		22	22	20	18
16.05.2021 19:52:53		22	22	28	20
16.05.2021 20:02:40		23	22	21	18
16.05.2021 20:12:27		48	35	19	18
16.05.2021 20:22:12		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
16.05.2021 20:22:14		25	24	21	19
16.05.2021 20:32:01		22	22	22	20
16.05.2021 20:41:48		23	22	38	20
16.05.2021 20:51:34		22	22	19	18
16.05.2021 21:01:21		23	23	43	20
16.05.2021 21:11:08		21	21	19	18
16.05.2021 21:20:55		23	22	19	18
16.05.2021 21:30:42		23	22	19	18
