15.05.2021 0:21:05		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
15.05.2021 0:21:07		25	23	50	21
15.05.2021 0:30:54		37	30	50	24
15.05.2021 0:40:42		23	22	37	20
15.05.2021 0:50:28		22	22	18	18
15.05.2021 1:00:15		22	22	18	18
15.05.2021 1:10:02		22	22	38	22
15.05.2021 1:19:49		22	22	19	18
15.05.2021 1:29:36		22	22	20	18
15.05.2021 1:39:23		23	22	22	19
15.05.2021 1:49:10		25	23	39	21
15.05.2021 1:58:57		22	21	20	18
15.05.2021 2:08:44		22	22	19	18
15.05.2021 2:18:31		23	22	19	18
15.05.2021 2:28:17		25	25	19	18
15.05.2021 2:38:04		23	22	19	18
15.05.2021 2:47:49		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
15.05.2021 2:47:51		22	21	28	19
15.05.2021 2:57:38		22	22	19	18
15.05.2021 3:07:25		43	32	19	18
15.05.2021 3:17:12		23	22	37	20
15.05.2021 3:26:59		26	24	19	18
15.05.2021 3:36:45		45	33	34	19
15.05.2021 3:46:32		25	23	38	21
15.05.2021 3:56:19		24	23	19	18
15.05.2021 4:06:06		22	21	22	19
15.05.2021 4:15:53		22	22	22	19
15.05.2021 4:25:40		23	22	19	18
15.05.2021 4:35:27		26	25	20	18
15.05.2021 4:45:14		25	25	42	21
15.05.2021 4:55:01		22	21	21	18
15.05.2021 5:04:47		28	25	22	20
15.05.2021 5:14:33		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
15.05.2021 5:14:35		23	22	23	20
15.05.2021 5:24:22		24	23	21	19
15.05.2021 5:34:09		24	23	22	21
15.05.2021 5:43:56		26	25	20	18
15.05.2021 5:53:43		22	22	22	19
15.05.2021 6:03:30		38	30	22	19
15.05.2021 6:13:16		24	23	38	21
15.05.2021 6:23:03		23	23	21	19
15.05.2021 6:32:50		25	24	36	21
15.05.2021 6:42:37		24	23	21	19
15.05.2021 6:52:24		22	22	22	19
15.05.2021 7:02:11		33	28	38	21
15.05.2021 7:11:57		23	22	19	18
15.05.2021 7:21:44		32	28	22	18
15.05.2021 7:31:31		23	23	20	18
15.05.2021 7:41:16		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
15.05.2021 7:41:18		22	21	38	20
15.05.2021 7:51:05		23	23	56	22
15.05.2021 8:00:52		23	22	19	18
15.05.2021 8:10:39		22	22	38	20
15.05.2021 8:20:26		23	22	19	18
15.05.2021 8:30:12		23	22	20	18
15.05.2021 8:39:59		24	24	21	18
15.05.2021 8:49:46		23	22	19	18
15.05.2021 8:59:33		25	24	20	18
15.05.2021 9:09:20		37	29	36	20
15.05.2021 9:19:06		22	22	19	18
15.05.2021 9:28:53		24	23	20	19
15.05.2021 9:38:40		23	22	42	21
15.05.2021 9:48:27		23	22	20	18
15.05.2021 9:58:14		24	23	22	18
15.05.2021 10:07:59		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
15.05.2021 10:08:01		22	21	19	18
15.05.2021 10:17:47		23	22	19	18
15.05.2021 10:27:35		22	22	19	18
15.05.2021 10:37:22		47	35	21	19
15.05.2021 10:47:09		23	22	289	45
15.05.2021 10:56:56		23	22	21	20
15.05.2021 11:06:43		22	22	20	18
15.05.2021 11:16:29		23	22	36	21
15.05.2021 11:26:16		24	23	24	19
15.05.2021 11:36:03		25	24	194	40
15.05.2021 11:45:50		25	25	22	20
15.05.2021 11:55:36		24	24	25	21
15.05.2021 12:05:23		24	23	59	26
15.05.2021 12:15:10		25	25	281	50
15.05.2021 12:24:57		30	27	27	22
15.05.2021 12:34:42		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
15.05.2021 12:34:44		26	24	41	21
15.05.2021 12:44:31		26	25	44	23
15.05.2021 12:54:17		25	24	30	22
15.05.2021 13:04:04		24	23	537	72
15.05.2021 13:13:51		25	24	44	22
15.05.2021 13:23:38		27	26	23	20
15.05.2021 13:33:25		48	35	25	20
15.05.2021 13:43:15		26	26	24	20
15.05.2021 13:53:02		22	22	23	19
15.05.2021 14:02:49		26	25	21	19
15.05.2021 14:12:35		25	24	20	19
15.05.2021 14:22:22		23	23	44	21
15.05.2021 14:32:09		27	24	345	53
15.05.2021 14:41:56		24	23	22	20
15.05.2021 14:51:43		25	24	52	24
15.05.2021 15:01:28		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
15.05.2021 15:01:30		24	23	20	19
15.05.2021 15:11:17		23	23	126	30
15.05.2021 15:21:04		22	22	522	69
15.05.2021 15:30:50		24	23	49	23
15.05.2021 15:40:37		24	23	39	21
15.05.2021 15:50:24		26	24	20	19
15.05.2021 16:00:11		24	23	57	24
15.05.2021 16:09:58		26	25	20	19
15.05.2021 16:19:45		27	24	22	20
15.05.2021 16:29:31		24	23	24	22
15.05.2021 16:39:18		22	22	54	25
15.05.2021 16:49:05		23	22	23	21
15.05.2021 16:58:52		25	24	24	21
15.05.2021 17:08:39		27	25	24	20
15.05.2021 17:18:26		29	27	21	20
15.05.2021 17:28:10		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
15.05.2021 17:28:13		24	23	42	24
15.05.2021 17:37:59		23	22	22	19
15.05.2021 17:47:47		39	31	36	20
15.05.2021 17:57:34		22	22	21	19
15.05.2021 18:07:20		23	22	22	19
15.05.2021 18:17:07		24	23	38	20
15.05.2021 18:26:54		22	22	19	18
15.05.2021 18:36:41		24	23	49	23
15.05.2021 18:46:27		36	29	20	18
15.05.2021 18:56:14		23	22	158	32
15.05.2021 19:06:01		22	22	19	18
15.05.2021 19:15:49		188	105	20	18
15.05.2021 19:25:35		23	22	19	18
15.05.2021 19:35:22		23	23	37	20
15.05.2021 19:45:09		23	22	20	18
15.05.2021 19:54:54		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
15.05.2021 19:54:56		22	22	19	18
15.05.2021 20:04:43		22	21	19	18
15.05.2021 20:14:29		22	22	19	18
15.05.2021 20:24:16		24	23	19	18
15.05.2021 20:34:03		22	21	19	18
15.05.2021 20:43:50		22	22	44	21
15.05.2021 20:53:37		23	23	42	20
15.05.2021 21:03:24		22	22	32	19
15.05.2021 21:13:11		23	22	39	21
15.05.2021 21:22:58		22	22	21	19
